,context,ut,bt,bt_plus_1,diff
844," A: Hello, how are you? B: hi doing well. do you know of any good new [MOVIE_GENRE_0] movies? A: there are a lot, So you love [MOVIE_GENRE_0] movies? B: oh yes. I also like [MOVIE_TITLE_0] like [MOVIE_TITLE_1] A: i Like them too, which is the last movie you watched?",[MOVIE_TITLE_2],"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_1]', '[MOVIE_TITLE_2]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_1]', '[MOVIE_TITLE_2]']",[]
845," A: Hello, how are you? B: hi doing well. do you know of any good new [MOVIE_GENRE_0] movies? A: there are a lot, So you love [MOVIE_GENRE_0] movies? B: oh yes. I also like [MOVIE_TITLE_0] like [MOVIE_TITLE_1] A: i Like them too, which is the last movie you watched? B: [MOVIE_TITLE_2] A: wow, what did you love about it?",the acting and the story.,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_1]', '[MOVIE_TITLE_2]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_1]', '[MOVIE_TITLE_2]']",[]
846," A: Hello, how are you? B: hi doing well. do you know of any good new [MOVIE_GENRE_0] movies? A: there are a lot, So you love [MOVIE_GENRE_0] movies? B: oh yes. I also like [MOVIE_TITLE_0] like [MOVIE_TITLE_1] A: i Like them too, which is the last movie you watched? B: [MOVIE_TITLE_2] A: wow, what did you love about it? B: the acting and the story. A: anything you didn't like?",not really. do have any [MOVIE_GENRE_0] movie reccomendations with really good acting...say on par with [MOVIE_TITLE_1] or a clockwork orange?,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_1]', '[MOVIE_TITLE_2]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_1]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_1]', '[MOVIE_TITLE_2]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_1]', '[MOVIE_GENRE_0]']",['[MOVIE_GENRE_0]']
847," A: Hi there B: HI..I was looking for some movie recomendations A: Great, how can I help  you",Can you recommend a good trailer I could watch? I like [MOVIE_GENRE_0] and [MOVIE_GENRE_1],"['[MOVIE_GENRE_1]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_1]', '[MOVIE_GENRE_0]']",[]
848," A: Hi there B: HI..I was looking for some movie recomendations A: Great, how can I help  you B: Can you recommend a good trailer I could watch? I like [MOVIE_GENRE_0] and [MOVIE_GENRE_1] A: oh great",Well do you have any ideas for me?,"['[MOVIE_GENRE_1]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_1]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",['[MOVIE_GENRE_0]']
849," A: Hi there B: HI..I was looking for some movie recomendations A: Great, how can I help  you B: Can you recommend a good trailer I could watch? I like [MOVIE_GENRE_0] and [MOVIE_GENRE_1] A: oh great B: Well do you have any ideas for me? A: what about [MOVIE_TITLE_0]  it's a [MOVIE_GENRE_0] movie release date was june 26 2019",Hmmm thats actually a good recommendation because I have seen the first one so I would like to see that one too!,"['[MOVIE_GENRE_1]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_1]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",[]
850," A: Hi there B: HI..I was looking for some movie recomendations A: Great, how can I help  you B: Can you recommend a good trailer I could watch? I like [MOVIE_GENRE_0] and [MOVIE_GENRE_1] A: oh great B: Well do you have any ideas for me? A: what about [MOVIE_TITLE_0]  it's a [MOVIE_GENRE_0] movie release date was june 26 2019 B: Hmmm thats actually a good recommendation because I have seen the first one so I would like to see that one too! A: [MOVIE_PLOT] You can watch it on hulu and amazon prime",Okay great thank you..I accept your recommendation!,"['[MOVIE_GENRE_1]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_1]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",[]
851," A: Hi there B: HI..I was looking for some movie recomendations A: Great, how can I help  you B: Can you recommend a good trailer I could watch? I like [MOVIE_GENRE_0] and [MOVIE_GENRE_1] A: oh great B: Well do you have any ideas for me? A: what about [MOVIE_TITLE_0]  it's a [MOVIE_GENRE_0] movie release date was june 26 2019 B: Hmmm thats actually a good recommendation because I have seen the first one so I would like to see that one too! A: [MOVIE_PLOT] You can watch it on hulu and amazon prime B: Okay great thank you..I accept your recommendation! A: Is there anything else I can do for you",Could you maybe recommend a few more please?,"['[MOVIE_GENRE_1]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_1]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",[]
852, A: hi i am here to help you B: hi A: i think you are in great mood to see movie recommendations B: yes I would like a move reccomendation A: wats the last movie you have watched B: ummm I last watch [MOVIE_TITLE_0] on netflix but i am looking for a social justice [MOVIE_GENRE_0] A: so you need social justice movies ? .nice,yea or maybe a [MOVIE_GENRE_1] movie i really open to either one,['[MOVIE_GENRE_1]'],['[MOVIE_GENRE_1]'],[]
853, A: hi i am here to help you B: hi A: i think you are in great mood to see movie recommendations B: yes I would like a move reccomendation A: wats the last movie you have watched B: ummm I last watch [MOVIE_TITLE_0] on netflix but i am looking for a social justice [MOVIE_GENRE_0] A: so you need social justice movies ? .nice B: yea or maybe a [MOVIE_GENRE_1] movie i really open to either one A: ok i will suggest either gener movies,perfect!,['[MOVIE_GENRE_1]'],['[MOVIE_GENRE_1]'],[]
854, A: hi i am here to help you B: hi A: i think you are in great mood to see movie recommendations B: yes I would like a move reccomendation A: wats the last movie you have watched B: ummm I last watch [MOVIE_TITLE_0] on netflix but i am looking for a social justice [MOVIE_GENRE_0] A: so you need social justice movies ? .nice B: yea or maybe a [MOVIE_GENRE_1] movie i really open to either one A: ok i will suggest either gener movies B: perfect! A: have you ever watched the purge movie,hate scary movies,['[MOVIE_GENRE_1]'],['[MOVIE_GENRE_1]'],[]
855, A: hi i am here to help you B: hi A: i think you are in great mood to see movie recommendations B: yes I would like a move reccomendation A: wats the last movie you have watched B: ummm I last watch [MOVIE_TITLE_0] on netflix but i am looking for a social justice [MOVIE_GENRE_0] A: so you need social justice movies ? .nice B: yea or maybe a [MOVIE_GENRE_1] movie i really open to either one A: ok i will suggest either gener movies B: perfect! A: have you ever watched the purge movie B: hate scary movies A: have you watched juno,yes great movie!,['[MOVIE_GENRE_1]'],['[MOVIE_GENRE_1]'],[]
856, A: hi i am here to help you B: hi A: i think you are in great mood to see movie recommendations B: yes I would like a move reccomendation A: wats the last movie you have watched B: ummm I last watch [MOVIE_TITLE_0] on netflix but i am looking for a social justice [MOVIE_GENRE_0] A: so you need social justice movies ? .nice B: yea or maybe a [MOVIE_GENRE_1] movie i really open to either one A: ok i will suggest either gener movies B: perfect! A: have you ever watched the purge movie B: hate scary movies A: have you watched juno B: yes great movie! A: old school from 2003,yea I have seen but its not my fav...i like american pie much better than old school,['[MOVIE_GENRE_1]'],['[MOVIE_GENRE_1]'],[]
857, A: hi i am here to help you B: hi A: i think you are in great mood to see movie recommendations B: yes I would like a move reccomendation A: wats the last movie you have watched B: ummm I last watch [MOVIE_TITLE_0] on netflix but i am looking for a social justice [MOVIE_GENRE_0] A: so you need social justice movies ? .nice B: yea or maybe a [MOVIE_GENRE_1] movie i really open to either one A: ok i will suggest either gener movies B: perfect! A: have you ever watched the purge movie B: hate scary movies A: have you watched juno B: yes great movie! A: old school from 2003 B: yea I have seen but its not my fav...i like american pie much better than old school A: ok just wait i will come up with a good suggestions,thats great I look forward to your suggestions,['[MOVIE_GENRE_1]'],['[MOVIE_GENRE_1]'],[]
858, A: hi i am here to help you B: hi A: i think you are in great mood to see movie recommendations B: yes I would like a move reccomendation A: wats the last movie you have watched B: ummm I last watch [MOVIE_TITLE_0] on netflix but i am looking for a social justice [MOVIE_GENRE_0] A: so you need social justice movies ? .nice B: yea or maybe a [MOVIE_GENRE_1] movie i really open to either one A: ok i will suggest either gener movies B: perfect! A: have you ever watched the purge movie B: hate scary movies A: have you watched juno B: yes great movie! A: old school from 2003 B: yea I have seen but its not my fav...i like american pie much better than old school A: ok just wait i will come up with a good suggestions B: thats great I look forward to your suggestions A: have you watched [MOVIE_TITLE_1],no no no terrible movie,['[MOVIE_GENRE_1]'],['[MOVIE_GENRE_1]'],[]
859," A: Hello, how are you doing today? B: I'm just fine thanks for asking A: That's good, how can I help you today? What is your movie preference?",I like anything with [MOVIE_GENRE_0] [MOVIE_GENRE_1] or [MOVIE_GENRE_2] Know of any movies that fit into these genres?,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]']",[]
860," A: Hello, how are you doing today? B: I'm just fine thanks for asking A: That's good, how can I help you today? What is your movie preference? B: I like anything with [MOVIE_GENRE_0] [MOVIE_GENRE_1] or [MOVIE_GENRE_2] Know of any movies that fit into these genres? A: Actually, yes! I know lots of movies with this criteria. Give me an example of your favorite movie that meets these requirements.","Fast and Furious Movies, 300, 13 [MOVIE_TITLE_0]: [MOVIE_TITLE_1]s of Benghazi, [MOVIE_P_DIRECTOR_0], etc","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]', '[MOVIE_P_DIRECTOR_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]', '[MOVIE_P_DIRECTOR_0]', '[MOVIE_TITLE_2]']",['[MOVIE_TITLE_2]']
861," A: Hello, how are you doing today? B: I'm just fine thanks for asking A: That's good, how can I help you today? What is your movie preference? B: I like anything with [MOVIE_GENRE_0] [MOVIE_GENRE_1] or [MOVIE_GENRE_2] Know of any movies that fit into these genres? A: Actually, yes! I know lots of movies with this criteria. Give me an example of your favorite movie that meets these requirements. B: Fast and Furious Movies, 300, 13 [MOVIE_TITLE_0]: [MOVIE_TITLE_1]s of Benghazi, [MOVIE_P_DIRECTOR_0], etc A: Okay, that gives me a good idea of what you are looking for. [MOVIE_TITLE_2] was a great movie. Now if you could tell me an example of a movie that you didn't like or care for?",I really didn't care for [MOVIE_TITLE_3] it was too dull. Some of [MOVIE_TITLE_4] movies are a bit complex for my taste. I want something that's mindless and can take me out of the real world for a while.,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]', '[MOVIE_P_DIRECTOR_0]', '[MOVIE_TITLE_2]', '[MOVIE_TITLE_3]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]', '[MOVIE_P_DIRECTOR_0]', '[MOVIE_TITLE_2]', '[MOVIE_TITLE_3]']",[]
862," A: Hello, how are you doing today? B: I'm just fine thanks for asking A: That's good, how can I help you today? What is your movie preference? B: I like anything with [MOVIE_GENRE_0] [MOVIE_GENRE_1] or [MOVIE_GENRE_2] Know of any movies that fit into these genres? A: Actually, yes! I know lots of movies with this criteria. Give me an example of your favorite movie that meets these requirements. B: Fast and Furious Movies, 300, 13 [MOVIE_TITLE_0]: [MOVIE_TITLE_1]s of Benghazi, [MOVIE_P_DIRECTOR_0], etc A: Okay, that gives me a good idea of what you are looking for. [MOVIE_TITLE_2] was a great movie. Now if you could tell me an example of a movie that you didn't like or care for? B: I really didn't care for [MOVIE_TITLE_3] it was too dull. Some of [MOVIE_TITLE_4] movies are a bit complex for my taste. I want something that's mindless and can take me out of the real world for a while. A: That gives me a great idea of what your taste is... Have you been to the movie theater lately?",It's been a month or two,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]', '[MOVIE_P_DIRECTOR_0]', '[MOVIE_TITLE_2]', '[MOVIE_TITLE_3]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]', '[MOVIE_P_DIRECTOR_0]', '[MOVIE_TITLE_2]', '[MOVIE_TITLE_3]']",[]
863," A: Hello, how are you doing today? B: I'm just fine thanks for asking A: That's good, how can I help you today? What is your movie preference? B: I like anything with [MOVIE_GENRE_0] [MOVIE_GENRE_1] or [MOVIE_GENRE_2] Know of any movies that fit into these genres? A: Actually, yes! I know lots of movies with this criteria. Give me an example of your favorite movie that meets these requirements. B: Fast and Furious Movies, 300, 13 [MOVIE_TITLE_0]: [MOVIE_TITLE_1]s of Benghazi, [MOVIE_P_DIRECTOR_0], etc A: Okay, that gives me a good idea of what you are looking for. [MOVIE_TITLE_2] was a great movie. Now if you could tell me an example of a movie that you didn't like or care for? B: I really didn't care for [MOVIE_TITLE_3] it was too dull. Some of [MOVIE_TITLE_4] movies are a bit complex for my taste. I want something that's mindless and can take me out of the real world for a while. A: That gives me a great idea of what your taste is... Have you been to the movie theater lately? B: It's been a month or two A: Did you see all the Marvell [MOVIE_TITLE_5] If so already, tell me how you feel about [MOVIE_TITLE_6]",I have seen the [MOVIE_TITLE_5] Not so interested in [MOVIE_TITLE_6],"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]', '[MOVIE_P_DIRECTOR_0]', '[MOVIE_TITLE_2]', '[MOVIE_TITLE_3]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]', '[MOVIE_P_DIRECTOR_0]', '[MOVIE_TITLE_2]', '[MOVIE_TITLE_3]']",[]
864," A: Hello, I am here to help you looking for a movie trailer",Hi! I really like [MOVIE_GENRE_0] movies.,['[MOVIE_GENRE_0]'],"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",['[MOVIE_GENRE_0]']
865," A: Hello, I am here to help you looking for a movie trailer B: Hi! I really like [MOVIE_GENRE_0] movies. A: I too like [MOVIE_GENRE_0] movies regarding military.",Cool! Do you have any recommendations for military [MOVIE_GENRE_0] movies?,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",[]
866," A: Hello, I am here to help you looking for a movie trailer B: Hi! I really like [MOVIE_GENRE_0] movies. A: I too like [MOVIE_GENRE_0] movies regarding military. B: Cool! Do you have any recommendations for military [MOVIE_GENRE_0] movies? A: I like the [MOVIE_TITLE_0] Do you like it",I've never seen them. So you recommend [MOVIE_TITLE_1],"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",[]
867," A: Hey friend, how are you today? B: Doing great, thanks? Have you seen any good movies recently? A: I see good movies all the time in my opinion. What types of movies do you like?",I enjoy [MOVIE_GENRE_0] [MOVIE_GENRE_1] and [MOVIE_GENRE_2] movies usually.,['[MOVIE_GENRE_1]'],['[MOVIE_GENRE_1]'],[]
868," A: Hey friend, how are you today? B: Doing great, thanks? Have you seen any good movies recently? A: I see good movies all the time in my opinion. What types of movies do you like? B: I enjoy [MOVIE_GENRE_0] [MOVIE_GENRE_1] and [MOVIE_GENRE_2] movies usually. A: Are there any actors you prefer","Yes! I like [MOVIE_P_COMPOSER], [MOVIE_P_ACTOR_0], [MOVIE_P_ACTOR_1], [MOVIE_P_ACTOR_2], & [MOVIE_P_ACTOR_3] lot.",['[MOVIE_GENRE_1]'],['[MOVIE_GENRE_1]'],[]
869," A: Hey friend, how are you today? B: Doing great, thanks? Have you seen any good movies recently? A: I see good movies all the time in my opinion. What types of movies do you like? B: I enjoy [MOVIE_GENRE_0] [MOVIE_GENRE_1] and [MOVIE_GENRE_2] movies usually. A: Are there any actors you prefer B: Yes! I like [MOVIE_P_COMPOSER], [MOVIE_P_ACTOR_0], [MOVIE_P_ACTOR_1], [MOVIE_P_ACTOR_2], & [MOVIE_P_ACTOR_3] lot. A: Are you a fan of a realistic movie or something that is definitely not something that would happen in real life?","I can go either way in regards to that, although probably prefer a bit of realism involved. Like comic book movies are good, because there based on at least some plausibility.",['[MOVIE_GENRE_1]'],['[MOVIE_GENRE_1]'],[]
870," A: Hello, are you looking for some movie recommendations? B: Yes I would love a good Sci fi movie or something like the movie ALIENS A: I can help you with that. Have you seen the [MOVIE_TITLE_0] vs [MOVIE_TITLE_1] movie or are you looking for something more current?","I have seen that one, I'm looking for something current","['[MOVIE_TITLE_0]', '[MOVIE_TITLE_1]']","['[MOVIE_TITLE_0]', '[MOVIE_TITLE_1]']",[]
871," A: Hello, are you looking for some movie recommendations? B: Yes I would love a good Sci fi movie or something like the movie ALIENS A: I can help you with that. Have you seen the [MOVIE_TITLE_0] vs [MOVIE_TITLE_1] movie or are you looking for something more current? B: I have seen that one, I'm looking for something current A: Do you like [MOVIE_GENRE_0] type alien movies?",Yes I do,"['[MOVIE_TITLE_0]', '[MOVIE_TITLE_1]', '[MOVIE_GENRE_0]']","['[MOVIE_TITLE_0]', '[MOVIE_TITLE_1]', '[MOVIE_GENRE_0]']",[]
872," A: Hello, are you looking for some movie recommendations? B: Yes I would love a good Sci fi movie or something like the movie ALIENS A: I can help you with that. Have you seen the [MOVIE_TITLE_0] vs [MOVIE_TITLE_1] movie or are you looking for something more current? B: I have seen that one, I'm looking for something current A: Do you like [MOVIE_GENRE_0] type alien movies? B: Yes I do A: Okay. Have you seen the new trailer for [MOVIE_TITLE_2] of Skywalker yet?",Yes I do not like that movie sadly. How about a good Sci Fi movie in general?,"['[MOVIE_TITLE_0]', '[MOVIE_TITLE_1]', '[MOVIE_GENRE_0]']","['[MOVIE_TITLE_0]', '[MOVIE_TITLE_1]', '[MOVIE_GENRE_0]']",[]
873," A: Hello, are you looking for some movie recommendations? B: Yes I would love a good Sci fi movie or something like the movie ALIENS A: I can help you with that. Have you seen the [MOVIE_TITLE_0] vs [MOVIE_TITLE_1] movie or are you looking for something more current? B: I have seen that one, I'm looking for something current A: Do you like [MOVIE_GENRE_0] type alien movies? B: Yes I do A: Okay. Have you seen the new trailer for [MOVIE_TITLE_2] of Skywalker yet? B: Yes I do not like that movie sadly. How about a good Sci Fi movie in general? A: Did you see [MOVIE_TITLE_3]",Yes I didn't like the fact they killed [MOVIE_P_ACTOR_0] the first 5 min of the movie. How about something about [MOVIE_TITLE_1] that is recent.,"['[MOVIE_TITLE_0]', '[MOVIE_TITLE_1]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_3]', '[MOVIE_TITLE_1]']","['[MOVIE_TITLE_0]', '[MOVIE_TITLE_1]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_3]']",[]
874," A: Hello, are you looking for some movie recommendations? B: Yes I would love a good Sci fi movie or something like the movie ALIENS A: I can help you with that. Have you seen the [MOVIE_TITLE_0] vs [MOVIE_TITLE_1] movie or are you looking for something more current? B: I have seen that one, I'm looking for something current A: Do you like [MOVIE_GENRE_0] type alien movies? B: Yes I do A: Okay. Have you seen the new trailer for [MOVIE_TITLE_2] of Skywalker yet? B: Yes I do not like that movie sadly. How about a good Sci Fi movie in general? A: Did you see [MOVIE_TITLE_3] B: Yes I didn't like the fact they killed [MOVIE_P_ACTOR_0] the first 5 min of the movie. How about something about [MOVIE_TITLE_1] that is recent. A: [MOVIE_TITLE_4] was the most recent release they had out. Do you like anime sci fi? [MOVIE_TITLE_5] was a pretty interesting movie.","Yes I loved Alita Battle Angel, I am excited they are bringing out a sequel.","['[MOVIE_TITLE_0]', '[MOVIE_TITLE_1]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_1]', '[MOVIE_TITLE_4]', '[MOVIE_TITLE_5]']","['[MOVIE_TITLE_0]', '[MOVIE_TITLE_1]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_3]', '[MOVIE_TITLE_1]', '[MOVIE_TITLE_4]', '[MOVIE_TITLE_5]']",['[MOVIE_TITLE_5]']
875," A: Hello, are you looking for some movie recommendations? B: Yes I would love a good Sci fi movie or something like the movie ALIENS A: I can help you with that. Have you seen the [MOVIE_TITLE_0] vs [MOVIE_TITLE_1] movie or are you looking for something more current? B: I have seen that one, I'm looking for something current A: Do you like [MOVIE_GENRE_0] type alien movies? B: Yes I do A: Okay. Have you seen the new trailer for [MOVIE_TITLE_2] of Skywalker yet? B: Yes I do not like that movie sadly. How about a good Sci Fi movie in general? A: Did you see [MOVIE_TITLE_3] B: Yes I didn't like the fact they killed [MOVIE_P_ACTOR_0] the first 5 min of the movie. How about something about [MOVIE_TITLE_1] that is recent. A: [MOVIE_TITLE_4] was the most recent release they had out. Do you like anime sci fi? [MOVIE_TITLE_5] was a pretty interesting movie. B: Yes I loved Alita Battle Angel, I am excited they are bringing out a sequel. A: I can't wait to see that myself. I really enjoyed the first one even though the reviews didn't seem so great.",I think there was Bias due to Capt Marvel SJW flack. I think I will watch The [MOVIE_TITLE_1] thank you!,"['[MOVIE_TITLE_0]', '[MOVIE_TITLE_1]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_1]', '[MOVIE_TITLE_4]', '[MOVIE_TITLE_5]', '[MOVIE_TITLE_1]']","['[MOVIE_TITLE_0]', '[MOVIE_TITLE_1]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_1]', '[MOVIE_TITLE_4]', '[MOVIE_TITLE_5]']",[]
876," A: Hello, are you looking for some movie recommendations? B: Yes I would love a good Sci fi movie or something like the movie ALIENS A: I can help you with that. Have you seen the [MOVIE_TITLE_0] vs [MOVIE_TITLE_1] movie or are you looking for something more current? B: I have seen that one, I'm looking for something current A: Do you like [MOVIE_GENRE_0] type alien movies? B: Yes I do A: Okay. Have you seen the new trailer for [MOVIE_TITLE_2] of Skywalker yet? B: Yes I do not like that movie sadly. How about a good Sci Fi movie in general? A: Did you see [MOVIE_TITLE_3] B: Yes I didn't like the fact they killed [MOVIE_P_ACTOR_0] the first 5 min of the movie. How about something about [MOVIE_TITLE_1] that is recent. A: [MOVIE_TITLE_4] was the most recent release they had out. Do you like anime sci fi? [MOVIE_TITLE_5] was a pretty interesting movie. B: Yes I loved Alita Battle Angel, I am excited they are bringing out a sequel. A: I can't wait to see that myself. I really enjoyed the first one even though the reviews didn't seem so great. B: I think there was Bias due to Capt Marvel SJW flack. I think I will watch The [MOVIE_TITLE_1] thank you! A: You're welcome. I hope you like it.",How about a [MOVIE_TITLE_6] [MOVIE_GENRE_1] something like The Hangover.,"['[MOVIE_TITLE_0]', '[MOVIE_TITLE_1]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_1]', '[MOVIE_TITLE_4]', '[MOVIE_TITLE_5]', '[MOVIE_TITLE_1]']","['[MOVIE_TITLE_0]', '[MOVIE_TITLE_1]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_1]', '[MOVIE_TITLE_4]', '[MOVIE_TITLE_5]', '[MOVIE_TITLE_1]']",[]
877," A: Hello, are you looking for some movie recommendations? B: Yes I would love a good Sci fi movie or something like the movie ALIENS A: I can help you with that. Have you seen the [MOVIE_TITLE_0] vs [MOVIE_TITLE_1] movie or are you looking for something more current? B: I have seen that one, I'm looking for something current A: Do you like [MOVIE_GENRE_0] type alien movies? B: Yes I do A: Okay. Have you seen the new trailer for [MOVIE_TITLE_2] of Skywalker yet? B: Yes I do not like that movie sadly. How about a good Sci Fi movie in general? A: Did you see [MOVIE_TITLE_3] B: Yes I didn't like the fact they killed [MOVIE_P_ACTOR_0] the first 5 min of the movie. How about something about [MOVIE_TITLE_1] that is recent. A: [MOVIE_TITLE_4] was the most recent release they had out. Do you like anime sci fi? [MOVIE_TITLE_5] was a pretty interesting movie. B: Yes I loved Alita Battle Angel, I am excited they are bringing out a sequel. A: I can't wait to see that myself. I really enjoyed the first one even though the reviews didn't seem so great. B: I think there was Bias due to Capt Marvel SJW flack. I think I will watch The [MOVIE_TITLE_1] thank you! A: You're welcome. I hope you like it. B: How about a [MOVIE_TITLE_6] [MOVIE_GENRE_1] something like The Hangover. A: Do you like animated films?",I love animated films like [MOVIE_TITLE_7],"['[MOVIE_TITLE_0]', '[MOVIE_TITLE_1]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_1]', '[MOVIE_TITLE_4]', '[MOVIE_TITLE_5]', '[MOVIE_TITLE_1]']","['[MOVIE_TITLE_0]', '[MOVIE_TITLE_1]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_1]', '[MOVIE_TITLE_4]', '[MOVIE_TITLE_5]', '[MOVIE_TITLE_1]']",[]
878," A: Hello, are you looking for some movie recommendations? B: Yes I would love a good Sci fi movie or something like the movie ALIENS A: I can help you with that. Have you seen the [MOVIE_TITLE_0] vs [MOVIE_TITLE_1] movie or are you looking for something more current? B: I have seen that one, I'm looking for something current A: Do you like [MOVIE_GENRE_0] type alien movies? B: Yes I do A: Okay. Have you seen the new trailer for [MOVIE_TITLE_2] of Skywalker yet? B: Yes I do not like that movie sadly. How about a good Sci Fi movie in general? A: Did you see [MOVIE_TITLE_3] B: Yes I didn't like the fact they killed [MOVIE_P_ACTOR_0] the first 5 min of the movie. How about something about [MOVIE_TITLE_1] that is recent. A: [MOVIE_TITLE_4] was the most recent release they had out. Do you like anime sci fi? [MOVIE_TITLE_5] was a pretty interesting movie. B: Yes I loved Alita Battle Angel, I am excited they are bringing out a sequel. A: I can't wait to see that myself. I really enjoyed the first one even though the reviews didn't seem so great. B: I think there was Bias due to Capt Marvel SJW flack. I think I will watch The [MOVIE_TITLE_1] thank you! A: You're welcome. I hope you like it. B: How about a [MOVIE_TITLE_6] [MOVIE_GENRE_1] something like The Hangover. A: Do you like animated films? B: I love animated films like [MOVIE_TITLE_7] A: So would you like something like [MOVIE_TITLE_8] It's a kids film but it does have adult humor in it. The little snowman in it is quite hilarious.",I think I would prefer something along the lines of Japanese animated films. They are more adult and care more for the story then politics.,"['[MOVIE_TITLE_0]', '[MOVIE_TITLE_1]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_1]', '[MOVIE_TITLE_4]', '[MOVIE_TITLE_5]', '[MOVIE_TITLE_1]']","['[MOVIE_TITLE_0]', '[MOVIE_TITLE_1]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_1]', '[MOVIE_TITLE_4]', '[MOVIE_TITLE_5]', '[MOVIE_TITLE_1]']",[]
