,context,ut,bt,bt_plus_1,diff
805," A: Hi there, can I help you find a movie trailer? B: I really enjoyed [MOVIE_TITLE_0] and as wondering if we may speak about or it or can you recommend me a film similar to it? A: What was it you liked about [MOVIE_TITLE_0] B: The [MOVIE_GENRE_0] was beautiful and it was nice to see the characters from my childhood again. I thought it was funnier and more interesting than the first one! A: Awesome, do you watch a lot of Disney animated films? B: Whenever I have time! I recently watched the live [MOVIE_GENRE_1] [MOVIE_P_ACTOR_0] [MOVIE_TITLE_1] a while back. A: Have you seen [MOVIE_TITLE_2] It has beautiful [MOVIE_GENRE_0] and pretty good music too. B: I love that movie! It relates alot to my heritage so that's why I went to go see it. I should watch again in spanish. A: Yes the Spanish version is actually way better, the music is twice as good! Have you seen [MOVIE_TITLE_3] Into the [MOVIE_TITLE_4]-Verse? It's a little different from the Disney stuff but the [MOVIE_GENRE_0] is absolutely stunning, it won best Animated Feature last year. B: No, I haven't. What's it about? A: It's not your typical comic book movie, the [MOVIE_GENRE_0] is so fascinating it's a must watch for any [MOVIE_GENRE_0] fan. It's hard to explain, the trailer does a better job of explaining it than I ever could. Would you like to watch it?",Yes! Do you have a link?,"['[MOVIE_GENRE_0]', '[MOVIE_TITLE_1]', '[MOVIE_TITLE_2]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_TITLE_1]', '[MOVIE_TITLE_2]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",['[MOVIE_GENRE_0]']
806," A: Hi there, can I help you find a movie trailer? B: I really enjoyed [MOVIE_TITLE_0] and as wondering if we may speak about or it or can you recommend me a film similar to it? A: What was it you liked about [MOVIE_TITLE_0] B: The [MOVIE_GENRE_0] was beautiful and it was nice to see the characters from my childhood again. I thought it was funnier and more interesting than the first one! A: Awesome, do you watch a lot of Disney animated films? B: Whenever I have time! I recently watched the live [MOVIE_GENRE_1] [MOVIE_P_ACTOR_0] [MOVIE_TITLE_1] a while back. A: Have you seen [MOVIE_TITLE_2] It has beautiful [MOVIE_GENRE_0] and pretty good music too. B: I love that movie! It relates alot to my heritage so that's why I went to go see it. I should watch again in spanish. A: Yes the Spanish version is actually way better, the music is twice as good! Have you seen [MOVIE_TITLE_3] Into the [MOVIE_TITLE_4]-Verse? It's a little different from the Disney stuff but the [MOVIE_GENRE_0] is absolutely stunning, it won best Animated Feature last year. B: No, I haven't. What's it about? A: It's not your typical comic book movie, the [MOVIE_GENRE_0] is so fascinating it's a must watch for any [MOVIE_GENRE_0] fan. It's hard to explain, the trailer does a better job of explaining it than I ever could. Would you like to watch it? B: Yes! Do you have a link? A: I will at the end but apparently we need to chat a bit more first, haha. Do you like stop motion [MOVIE_GENRE_0] at all?",I seen some amazing stop [MOVIE_GENRE_0] on youtube!,"['[MOVIE_GENRE_0]', '[MOVIE_TITLE_1]', '[MOVIE_TITLE_2]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_TITLE_1]', '[MOVIE_TITLE_2]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_P_DIRECTOR_1]']",['[MOVIE_P_DIRECTOR_1]']
807," A: Good morning, how are you doing? B: im good, how are you? A: I am doing well. Have you been to the movies lately? B: I have! I just went over the weekend, but we love going to the movies and are always looking for recommendations of what looks good? A: Me too, love the movies. Have you seen [MOVIE_TITLE_0] It is amazing and gritty. I highly recommend it. B: No, ive actually never even heard of it. What genre is it? A: It is a [MOVIE_GENRE_0] What was the movie you saw over the weekend?",I took my daughter to see [MOVIE_TITLE_1] with my husband.,['[MOVIE_GENRE_0]'],['[MOVIE_GENRE_0]'],[]
808," A: Good morning, how are you doing? B: im good, how are you? A: I am doing well. Have you been to the movies lately? B: I have! I just went over the weekend, but we love going to the movies and are always looking for recommendations of what looks good? A: Me too, love the movies. Have you seen [MOVIE_TITLE_0] It is amazing and gritty. I highly recommend it. B: No, ive actually never even heard of it. What genre is it? A: It is a [MOVIE_GENRE_0] What was the movie you saw over the weekend? B: I took my daughter to see [MOVIE_TITLE_1] with my husband. A: Cool, I was thinking of seeing that myself. How was it?","It was better than we could have expected, I think i even like it more than the first. Definitely cant wait until we can buy it.",['[MOVIE_GENRE_0]'],['[MOVIE_GENRE_0]'],[]
809," A: Good morning, how are you doing? B: im good, how are you? A: I am doing well. Have you been to the movies lately? B: I have! I just went over the weekend, but we love going to the movies and are always looking for recommendations of what looks good? A: Me too, love the movies. Have you seen [MOVIE_TITLE_0] It is amazing and gritty. I highly recommend it. B: No, ive actually never even heard of it. What genre is it? A: It is a [MOVIE_GENRE_0] What was the movie you saw over the weekend? B: I took my daughter to see [MOVIE_TITLE_1] with my husband. A: Cool, I was thinking of seeing that myself. How was it? B: It was better than we could have expected, I think i even like it more than the first. Definitely cant wait until we can buy it. A: That;s good. Was there anything that you did not like? What types of movies do you typically like?",I cant really think of anything that didnt exceed my expectations honestly. I normally like [MOVIE_GENRE_1] of [MOVIE_GENRE_2] movies though.,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_2]', '[MOVIE_GENRE_1]']",['[MOVIE_GENRE_0]'],[]
810," A: Good morning, how are you doing? B: im good, how are you? A: I am doing well. Have you been to the movies lately? B: I have! I just went over the weekend, but we love going to the movies and are always looking for recommendations of what looks good? A: Me too, love the movies. Have you seen [MOVIE_TITLE_0] It is amazing and gritty. I highly recommend it. B: No, ive actually never even heard of it. What genre is it? A: It is a [MOVIE_GENRE_0] What was the movie you saw over the weekend? B: I took my daughter to see [MOVIE_TITLE_1] with my husband. A: Cool, I was thinking of seeing that myself. How was it? B: It was better than we could have expected, I think i even like it more than the first. Definitely cant wait until we can buy it. A: That;s good. Was there anything that you did not like? What types of movies do you typically like? B: I cant really think of anything that didnt exceed my expectations honestly. I normally like [MOVIE_GENRE_1] of [MOVIE_GENRE_2] movies though. A: Cool, that is great about [MOVIE_TITLE_2] If you like [MOVIE_GENRE_1] have you seen [MOVIE_TITLE_3] B: No, but i love Christmas movies! A: It's a romance/comedy movie I've hear its quite good. It stars [MOVIE_P_ACTOR_0] Game of Thrones",We watched [MOVIE_TITLE_4] series religiously so i love her! Id love to watch that for sure.,['[MOVIE_P_ACTOR_0]'],['[MOVIE_P_ACTOR_0]'],[]
811," A: Hello, I understand you're looking for movie recommendations? B: hai A: What kind of movies do you like?",[MOVIE_TITLE_0],['[MOVIE_TITLE_0]'],"['[MOVIE_TITLE_0]', '[MOVIE_GENRE_0]']",['[MOVIE_GENRE_0]']
812," A: Hello, I understand you're looking for movie recommendations? B: hai A: What kind of movies do you like? B: [MOVIE_TITLE_0] A: So [MOVIE_GENRE_0] movies or movies with big gorillas?",[MOVIE_GENRE_0] movie . you,"['[MOVIE_TITLE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_TITLE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]']"
813," A: Hello, I understand you're looking for movie recommendations? B: hai A: What kind of movies do you like? B: [MOVIE_TITLE_0] A: So [MOVIE_GENRE_0] movies or movies with big gorillas? B: [MOVIE_GENRE_0] movie . you A: I like [MOVIE_GENRE_0] movies too, but [MOVIE_GENRE_1] is my favorite",wow.... same to ... i like [MOVIE_GENRE_1],"['[MOVIE_TITLE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]']","['[MOVIE_TITLE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]']",[]
814," A: Hello, I understand you're looking for movie recommendations? B: hai A: What kind of movies do you like? B: [MOVIE_TITLE_0] A: So [MOVIE_GENRE_0] movies or movies with big gorillas? B: [MOVIE_GENRE_0] movie . you A: I like [MOVIE_GENRE_0] movies too, but [MOVIE_GENRE_1] is my favorite B: wow.... same to ... i like [MOVIE_GENRE_1] A: What's the last one you saw?",[MOVIE_GENRE_2] movie  i saw last . you friend ?,"['[MOVIE_TITLE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]']","['[MOVIE_TITLE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]']",[]
815," A: Hello, I understand you're looking for movie recommendations? B: hai A: What kind of movies do you like? B: [MOVIE_TITLE_0] A: So [MOVIE_GENRE_0] movies or movies with big gorillas? B: [MOVIE_GENRE_0] movie . you A: I like [MOVIE_GENRE_0] movies too, but [MOVIE_GENRE_1] is my favorite B: wow.... same to ... i like [MOVIE_GENRE_1] A: What's the last one you saw? B: [MOVIE_GENRE_2] movie  i saw last . you friend ? A: [MOVIE_TITLE_1] last night on TV lol",R u girl ?,"['[MOVIE_TITLE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]']","['[MOVIE_TITLE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]']",[]
816," A: Hello, I understand you're looking for movie recommendations? B: hai A: What kind of movies do you like? B: [MOVIE_TITLE_0] A: So [MOVIE_GENRE_0] movies or movies with big gorillas? B: [MOVIE_GENRE_0] movie . you A: I like [MOVIE_GENRE_0] movies too, but [MOVIE_GENRE_1] is my favorite B: wow.... same to ... i like [MOVIE_GENRE_1] A: What's the last one you saw? B: [MOVIE_GENRE_2] movie  i saw last . you friend ? A: [MOVIE_TITLE_1] last night on TV lol B: R u girl ? A: i am",sorry .. i saw wrong,"['[MOVIE_TITLE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]']","['[MOVIE_TITLE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]']",[]
817," A: Hello, I understand you're looking for movie recommendations? B: hai A: What kind of movies do you like? B: [MOVIE_TITLE_0] A: So [MOVIE_GENRE_0] movies or movies with big gorillas? B: [MOVIE_GENRE_0] movie . you A: I like [MOVIE_GENRE_0] movies too, but [MOVIE_GENRE_1] is my favorite B: wow.... same to ... i like [MOVIE_GENRE_1] A: What's the last one you saw? B: [MOVIE_GENRE_2] movie  i saw last . you friend ? A: [MOVIE_TITLE_1] last night on TV lol B: R u girl ? A: i am B: sorry .. i saw wrong A: Do you like monster movies","yes, some one like","['[MOVIE_TITLE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]']","['[MOVIE_TITLE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]']",[]
818," A: Hello, I understand you're looking for movie recommendations? B: hai A: What kind of movies do you like? B: [MOVIE_TITLE_0] A: So [MOVIE_GENRE_0] movies or movies with big gorillas? B: [MOVIE_GENRE_0] movie . you A: I like [MOVIE_GENRE_0] movies too, but [MOVIE_GENRE_1] is my favorite B: wow.... same to ... i like [MOVIE_GENRE_1] A: What's the last one you saw? B: [MOVIE_GENRE_2] movie  i saw last . you friend ? A: [MOVIE_TITLE_1] last night on TV lol B: R u girl ? A: i am B: sorry .. i saw wrong A: Do you like monster movies B: yes, some one like A: I recommend the 2014 movie [MOVIE_TITLE_2] with [MOVIE_P_ACTOR_0]",[MOVIE_GENRE_0] movie ..,"['[MOVIE_TITLE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_0]']","['[MOVIE_TITLE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']"
819, A: Hi B: Hey how are you today A: Am fine. What kind of movies do you like?,I'm into [MOVIE_GENRE_0] movies but I like [MOVIE_GENRE_1] as well.,['[MOVIE_GENRE_1]'],['[MOVIE_GENRE_1]'],[]
820, A: Hi B: Hey how are you today A: Am fine. What kind of movies do you like? B: I'm into [MOVIE_GENRE_0] movies but I like [MOVIE_GENRE_1] as well. A: I have you seen [MOVIE_TITLE_0],"No not yet, I would love to though. I'll check it out.",['[MOVIE_GENRE_1]'],['[MOVIE_GENRE_1]'],[]
821," A: Hi B: Hey how are you today A: Am fine. What kind of movies do you like? B: I'm into [MOVIE_GENRE_0] movies but I like [MOVIE_GENRE_1] as well. A: I have you seen [MOVIE_TITLE_0] B: No not yet, I would love to though. I'll check it out. A: Yes check it out It's a good [MOVIE_GENRE_0] movie",Any good [MOVIE_GENRE_1] movies out? I need to have a good laugh.,"['[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]']","['[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]', '[MOVIE_TITLE_1]']",['[MOVIE_TITLE_1]']
822," A: Hi B: Hey how are you today A: Am fine. What kind of movies do you like? B: I'm into [MOVIE_GENRE_0] movies but I like [MOVIE_GENRE_1] as well. A: I have you seen [MOVIE_TITLE_0] B: No not yet, I would love to though. I'll check it out. A: Yes check it out It's a good [MOVIE_GENRE_0] movie B: Any good [MOVIE_GENRE_1] movies out? I need to have a good laugh. A: Have you seen [MOVIE_TITLE_1]","I have seen it, it was pretty That came out awhile ago.","['[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]', '[MOVIE_TITLE_1]']","['[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]', '[MOVIE_TITLE_1]']",[]
823," A: Hi B: Hey how are you today A: Am fine. What kind of movies do you like? B: I'm into [MOVIE_GENRE_0] movies but I like [MOVIE_GENRE_1] as well. A: I have you seen [MOVIE_TITLE_0] B: No not yet, I would love to though. I'll check it out. A: Yes check it out It's a good [MOVIE_GENRE_0] movie B: Any good [MOVIE_GENRE_1] movies out? I need to have a good laugh. A: Have you seen [MOVIE_TITLE_1] B: I have seen it, it was pretty That came out awhile ago. A: Lol yes it did, what about [MOVIE_TITLE_2]",I haven't seen that or heard about it. What is it about?,"['[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]']","['[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]']",['[MOVIE_GENRE_1]']
824," A: Hello! Can I help you find a movie trailer? B: Yes, please! I want to see a movie over the holidays and I'm curious about what you might suggest and I'm looking for a recommendation. A: Are you wanting a holiday themed movie or are you open to other ideas as well?",I'm open to other ideas. I tend to like [MOVIE_GENRE_0] movies and I can't stand [MOVIE_GENRE_1] flicks. Too scary. I like it when movies have a lot of character development.,['[MOVIE_GENRE_0]'],['[MOVIE_GENRE_0]'],[]
825," A: Hello! Can I help you find a movie trailer? B: Yes, please! I want to see a movie over the holidays and I'm curious about what you might suggest and I'm looking for a recommendation. A: Are you wanting a holiday themed movie or are you open to other ideas as well? B: I'm open to other ideas. I tend to like [MOVIE_GENRE_0] movies and I can't stand [MOVIE_GENRE_1] flicks. Too scary. I like it when movies have a lot of character development. A: I don't like [MOVIE_GENRE_1] either! Way too scary. What was the last movie that you watched?",The last movie I watched was [MOVIE_TITLE_0] and I really liked it.,['[MOVIE_GENRE_0]'],['[MOVIE_GENRE_0]'],[]
826," A: Hello. It is nice to meet you! B: You too! A: I'm here to recommend you a movie, so what type of movie are you looking for?",I like all kinds but particularly i like [MOVIE_GENRE_0] and sci fi,['[MOVIE_GENRE_0]'],['[MOVIE_GENRE_0]'],[]
827," A: Hello. I can recommend pretty much all open levels of movies in the last twenty years or so. Is there something I can help you find? B: Yes, I'm looking for a good animated movie. A: What are you interested in? We were just talking about the [MOVIE_TITLE_0] B: Well, I'd like a move. Something that's happy. A: Like [MOVIE_GENRE_0] [MOVIE_GENRE_1] but not Disney?","No, I can do a Disney movie.","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]']",[]
828," A: Hello. I can recommend pretty much all open levels of movies in the last twenty years or so. Is there something I can help you find? B: Yes, I'm looking for a good animated movie. A: What are you interested in? We were just talking about the [MOVIE_TITLE_0] B: Well, I'd like a move. Something that's happy. A: Like [MOVIE_GENRE_0] [MOVIE_GENRE_1] but not Disney? B: No, I can do a Disney movie. A: I'm not really sure which Disney movie would fit that... but I found a movie titled [MOVIE_TITLE_1], which I imagine is kind of like the Jack and the [MOVIE_TITLE_2] Stalk.",It sounds good. Are there any animal as main character movies?,"['[MOVIE_GENRE_0]', '[MOVIE_TITLE_2]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]', '[MOVIE_TITLE_2]']",['[MOVIE_TITLE_2]']
829," A: Hello. I can recommend pretty much all open levels of movies in the last twenty years or so. Is there something I can help you find? B: Yes, I'm looking for a good animated movie. A: What are you interested in? We were just talking about the [MOVIE_TITLE_0] B: Well, I'd like a move. Something that's happy. A: Like [MOVIE_GENRE_0] [MOVIE_GENRE_1] but not Disney? B: No, I can do a Disney movie. A: I'm not really sure which Disney movie would fit that... but I found a movie titled [MOVIE_TITLE_1], which I imagine is kind of like the Jack and the [MOVIE_TITLE_2] Stalk. B: It sounds good. Are there any animal as main character movies? A: There's the CGI movie [MOVIE_TITLE_3] as well. [MOVIE_TITLE_1] is filmed similar to the LoTR saga.",I'm thinking about something more for children.,"['[MOVIE_GENRE_0]', '[MOVIE_TITLE_2]', '[MOVIE_TITLE_3]']","['[MOVIE_GENRE_0]', '[MOVIE_TITLE_2]', '[MOVIE_TITLE_3]']",[]
830," A: Hello. I can recommend pretty much all open levels of movies in the last twenty years or so. Is there something I can help you find? B: Yes, I'm looking for a good animated movie. A: What are you interested in? We were just talking about the [MOVIE_TITLE_0] B: Well, I'd like a move. Something that's happy. A: Like [MOVIE_GENRE_0] [MOVIE_GENRE_1] but not Disney? B: No, I can do a Disney movie. A: I'm not really sure which Disney movie would fit that... but I found a movie titled [MOVIE_TITLE_1], which I imagine is kind of like the Jack and the [MOVIE_TITLE_2] Stalk. B: It sounds good. Are there any animal as main character movies? A: There's the CGI movie [MOVIE_TITLE_3] as well. [MOVIE_TITLE_1] is filmed similar to the LoTR saga. B: I'm thinking about something more for children. A: Okay. I saw [MOVIE_TITLE_3] in the theaters. It's very imaginative, creative and awe inspiring.",What is it about?,"['[MOVIE_GENRE_0]', '[MOVIE_TITLE_2]', '[MOVIE_TITLE_3]', '[MOVIE_TITLE_3]']","['[MOVIE_GENRE_0]', '[MOVIE_TITLE_2]', '[MOVIE_TITLE_3]', '[MOVIE_TITLE_3]']",[]
831," A: Hello. I can recommend pretty much all open levels of movies in the last twenty years or so. Is there something I can help you find? B: Yes, I'm looking for a good animated movie. A: What are you interested in? We were just talking about the [MOVIE_TITLE_0] B: Well, I'd like a move. Something that's happy. A: Like [MOVIE_GENRE_0] [MOVIE_GENRE_1] but not Disney? B: No, I can do a Disney movie. A: I'm not really sure which Disney movie would fit that... but I found a movie titled [MOVIE_TITLE_1], which I imagine is kind of like the Jack and the [MOVIE_TITLE_2] Stalk. B: It sounds good. Are there any animal as main character movies? A: There's the CGI movie [MOVIE_TITLE_3] as well. [MOVIE_TITLE_1] is filmed similar to the LoTR saga. B: I'm thinking about something more for children. A: Okay. I saw [MOVIE_TITLE_3] in the theaters. It's very imaginative, creative and awe inspiring. B: What is it about? A: I don't remember exactly. [MOVIE_PLOT] [MOVIE_PLOT]",And what is Jack and the [MOVIE_TITLE_4] Beanstalk about?,"['[MOVIE_GENRE_0]', '[MOVIE_TITLE_2]', '[MOVIE_TITLE_3]', '[MOVIE_TITLE_3]']","['[MOVIE_GENRE_0]', '[MOVIE_TITLE_2]', '[MOVIE_TITLE_3]', '[MOVIE_TITLE_3]']",[]
832," A: Hello. I can recommend pretty much all open levels of movies in the last twenty years or so. Is there something I can help you find? B: Yes, I'm looking for a good animated movie. A: What are you interested in? We were just talking about the [MOVIE_TITLE_0] B: Well, I'd like a move. Something that's happy. A: Like [MOVIE_GENRE_0] [MOVIE_GENRE_1] but not Disney? B: No, I can do a Disney movie. A: I'm not really sure which Disney movie would fit that... but I found a movie titled [MOVIE_TITLE_1], which I imagine is kind of like the Jack and the [MOVIE_TITLE_2] Stalk. B: It sounds good. Are there any animal as main character movies? A: There's the CGI movie [MOVIE_TITLE_3] as well. [MOVIE_TITLE_1] is filmed similar to the LoTR saga. B: I'm thinking about something more for children. A: Okay. I saw [MOVIE_TITLE_3] in the theaters. It's very imaginative, creative and awe inspiring. B: What is it about? A: I don't remember exactly. [MOVIE_PLOT] [MOVIE_PLOT] B: And what is Jack and the [MOVIE_TITLE_4] Beanstalk about? A: I actually don't have the trailer for that. Here's the Google results. [MOVIE_PLOT] [MOVIE_PLOT] [MOVIE_PLOT]","Well, avatar would be okay then.","['[MOVIE_GENRE_0]', '[MOVIE_TITLE_2]', '[MOVIE_TITLE_3]', '[MOVIE_TITLE_3]']","['[MOVIE_GENRE_0]', '[MOVIE_TITLE_2]', '[MOVIE_TITLE_3]', '[MOVIE_TITLE_3]']",[]
833," A: Hello. I can recommend pretty much all open levels of movies in the last twenty years or so. Is there something I can help you find? B: Yes, I'm looking for a good animated movie. A: What are you interested in? We were just talking about the [MOVIE_TITLE_0] B: Well, I'd like a move. Something that's happy. A: Like [MOVIE_GENRE_0] [MOVIE_GENRE_1] but not Disney? B: No, I can do a Disney movie. A: I'm not really sure which Disney movie would fit that... but I found a movie titled [MOVIE_TITLE_1], which I imagine is kind of like the Jack and the [MOVIE_TITLE_2] Stalk. B: It sounds good. Are there any animal as main character movies? A: There's the CGI movie [MOVIE_TITLE_3] as well. [MOVIE_TITLE_1] is filmed similar to the LoTR saga. B: I'm thinking about something more for children. A: Okay. I saw [MOVIE_TITLE_3] in the theaters. It's very imaginative, creative and awe inspiring. B: What is it about? A: I don't remember exactly. [MOVIE_PLOT] [MOVIE_PLOT] B: And what is Jack and the [MOVIE_TITLE_4] Beanstalk about? A: I actually don't have the trailer for that. Here's the Google results. [MOVIE_PLOT] [MOVIE_PLOT] [MOVIE_PLOT] B: Well, avatar would be okay then. A: It's a good movie for the kids if they like animated beings and stuff. Also, what's the animated movie with the parents that have super powers, and their kids have them too?",I don't know.,"['[MOVIE_GENRE_0]', '[MOVIE_TITLE_2]', '[MOVIE_TITLE_3]', '[MOVIE_TITLE_3]']","['[MOVIE_GENRE_0]', '[MOVIE_TITLE_2]', '[MOVIE_TITLE_3]', '[MOVIE_TITLE_3]']",[]
834," A: Good day, How are you today? B: I am wonderful and yourself ? A: Great; thanks for asking. B: It's a bit cold and rainy where I am at, but just working on staying dry lol A: I can relate. We are getting snow and some cold weather tonight. B: Good weather to stay in and watch movies. Any good recommendations ? A: Absolutely is...I would most definitely like to give you some recommendations, but first what type of movies do you like? B: I would say that most of what I watch is either a [MOVIE_GENRE_0] movie or [MOVIE_GENRE_1] film. A: So what was the last ""good"" movie you watched?",I went to the movies and saw the [MOVIE_TITLE_0] I would say that's what my answer would be.,['[MOVIE_TITLE_0]'],['[MOVIE_TITLE_0]'],[]
835," A: Hello, how are you doing? Have you seen any good movie trailers lately? B: No I haven't. Do you have any to recommend? A: Have you seen the new trailer for [MOVIE_TITLE_5]? B: No, Im not a fan of [MOVIE_TITLE_0] A: What kind of movies do you normally like to watch? [MOVIE_GENRE_0] [MOVIE_GENRE_1]",[MOVIE_GENRE_0] [MOVIE_GENRE_2] [MOVIE_GENRE_3],"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_2]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]']",[]
836," A: Hello, how are you doing? Have you seen any good movie trailers lately? B: No I haven't. Do you have any to recommend? A: Have you seen the new trailer for [MOVIE_TITLE_5]? B: No, Im not a fan of [MOVIE_TITLE_0] A: What kind of movies do you normally like to watch? [MOVIE_GENRE_0] [MOVIE_GENRE_1] B: [MOVIE_GENRE_0] [MOVIE_GENRE_2] [MOVIE_GENRE_3] A: Have you seen the new trailer for [MOVIE_TITLE_6] movie?",Yeah I don't really like zombies,['[MOVIE_GENRE_2]'],"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_2]']","['[MOVIE_GENRE_1]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_2]']"
837," A: Hello, how are you doing? Have you seen any good movie trailers lately? B: No I haven't. Do you have any to recommend? A: Have you seen the new trailer for [MOVIE_TITLE_5]? B: No, Im not a fan of [MOVIE_TITLE_0] A: What kind of movies do you normally like to watch? [MOVIE_GENRE_0] [MOVIE_GENRE_1] B: [MOVIE_GENRE_0] [MOVIE_GENRE_2] [MOVIE_GENRE_3] A: Have you seen the new trailer for [MOVIE_TITLE_6] movie? B: Yeah I don't really like zombies A: I feel it, what about aliens? I know [MOVIE_TITLE_1] came out not to long ago.","Not really of fan of aliens either. Nothing about space, zombies, dinosaurs.",['[MOVIE_GENRE_2]'],['[MOVIE_GENRE_2]'],[]
838," A: Hello, how are you doing? Have you seen any good movie trailers lately? B: No I haven't. Do you have any to recommend? A: Have you seen the new trailer for [MOVIE_TITLE_5]? B: No, Im not a fan of [MOVIE_TITLE_0] A: What kind of movies do you normally like to watch? [MOVIE_GENRE_0] [MOVIE_GENRE_1] B: [MOVIE_GENRE_0] [MOVIE_GENRE_2] [MOVIE_GENRE_3] A: Have you seen the new trailer for [MOVIE_TITLE_6] movie? B: Yeah I don't really like zombies A: I feel it, what about aliens? I know [MOVIE_TITLE_1] came out not to long ago. B: Not really of fan of aliens either. Nothing about space, zombies, dinosaurs. A: Gotcha, have you seen the trailer for [MOVIE_TITLE_2]?",No I haven't. What is it about?,['[MOVIE_GENRE_2]'],['[MOVIE_GENRE_2]'],[]
839," A: Hello, how are you doing? Have you seen any good movie trailers lately? B: No I haven't. Do you have any to recommend? A: Have you seen the new trailer for [MOVIE_TITLE_5]? B: No, Im not a fan of [MOVIE_TITLE_0] A: What kind of movies do you normally like to watch? [MOVIE_GENRE_0] [MOVIE_GENRE_1] B: [MOVIE_GENRE_0] [MOVIE_GENRE_2] [MOVIE_GENRE_3] A: Have you seen the new trailer for [MOVIE_TITLE_6] movie? B: Yeah I don't really like zombies A: I feel it, what about aliens? I know [MOVIE_TITLE_1] came out not to long ago. B: Not really of fan of aliens either. Nothing about space, zombies, dinosaurs. A: Gotcha, have you seen the trailer for [MOVIE_TITLE_2]? B: No I haven't. What is it about? A: You haven't? Well I'll try to not spoil it, but basically its about [MOVIE_PLOT] [MOVIE_PLOT]",Ooooo I think I saw the previews for that,['[MOVIE_GENRE_2]'],['[MOVIE_GENRE_2]'],[]
